Speaker,Time,Sex,Date,Club,TT,ON_OFF
Marcin,95,1,5/17/2022,Speaking Elephants TMC,0,0
Margaryta,105,0,5/17/2022,Speaking Elephants TMC,0,0
Daria,105,0,5/17/2022,Speaking Elephants TMC,0,0
Mae,90,0,5/17/2022,Speaking Elephants TMC,0,0
Piotr,65,1,5/17/2022,Speaking Elephants TMC,0,1
Yulia,60,0,5/17/2022,Speaking Elephants TMC,0,1
Alex,68,1,5/18/2022,Chamber,,1
Erika,117,0,5/18/2022,Chamber,,1
Daria,98,0,5/18/2022,Chamber,,1
Nataly,103,0,5/18/2022,Chamber,,1
Yulia,129,0,5/18/2022,Chamber,,1
Mariya,55,0,5/18/2022,Svoya Rubashka,,1
Veronika,104,0,5/18/2022,Svoya Rubashka,,1
Veronika,96,0,5/18/2022,Svoya Rubashka,,1
Volodymyr,48,1,5/18/2022,Svoya Rubashka,,0
Mariya,69,0,5/18/2022,Svoya Rubashka,,0
Yana,127,0,5/18/2022,Svoya Rubashka,,0
Veronika,60,0,5/18/2022,Svoya Rubashka,,0
Kyrylo,132,1,5/18/2022,Svoya Rubashka,,0
Unknown,62,0,5/18/2022,Svoya Rubashka,,0
Veronika,51,0,5/18/2022,Svoya Rubashka,,0
Ivan,108,1,5/18/2022,Svoya Rubashka,,0
Veronika,110,0,5/18/2022,Svoya Rubashka,,0
Mariya,53,0,5/18/2022,Svoya Rubashka,,0
Ivan,57,1,5/18/2022,Svoya Rubashka,,0
Mariya,47,0,5/18/2022,Svoya Rubashka,,0
Veronika,130,0,5/18/2022,Svoya Rubashka,,0
Kyrylo,115,1,5/18/2022,Svoya Rubashka,,0
Volodymyr,46,1,5/18/2022,Svoya Rubashka,,0
Volodymyr,103,1,5/25/2022,Svoya Rubashka,,0
Veronika,154,0,5/25/2022,Svoya Rubashka,,0
Valentyna,84,0,5/25/2022,Svoya Rubashka,,0
Mariya,96,0,5/25/2022,Svoya Rubashka,,0
Mariya,80,0,5/25/2022,Svoya Rubashka,,0
Valentyna,90,0,5/25/2022,Svoya Rubashka,,0
Kate,85,0,5/25/2022,Svoya Rubashka,,0
Mariya,79,0,5/25/2022,Svoya Rubashka,,0
Veronika,129,0,5/25/2022,Svoya Rubashka,,0
Mariya,93,0,5/25/2022,Svoya Rubashka,,0
Kate,91,0,5/25/2022,Svoya Rubashka,,0
Varvara,128,0,5/25/2022,Svoya Rubashka,,0
Valentyna,123,0,5/25/2022,Svoya Rubashka,,0
Mariya,102,0,5/25/2022,Svoya Rubashka,,0
Veronika,128,0,5/25/2022,Svoya Rubashka,,0
Mariya,100,0,5/25/2022,Svoya Rubashka,,0
Valentyna,94,0,5/25/2022,Svoya Rubashka,,0
Mariya,90,0,5/25/2022,Svoya Rubashka,,0
Varvara,127,0,5/25/2022,Svoya Rubashka,,0
Veronika,55,0,5/25/2022,Svoya Rubashka,,0
Vira,122,0,5/25/2022,Svoya Rubashka,,0
Vitaliy,196,1,5/25/2022,Svoya Rubashka,,0
Volodymyr,119,1,5/25/2022,Svoya Rubashka,,0
Andrew,120,1,5/25/2022,Chamber,,0
Lubov,106,0,5/25/2022,Chamber,,0
Victoria,137,0,5/25/2022,Chamber,,0
Yaroslav,205,1,5/25/2022,Chamber,,0
Nataly,172,0,5/25/2022,Chamber,,0
Ruslan,66,1,5/25/2022,Chamber,,0
Michael,136,1,5/25/2022,Chamber,,0
Mariya,51,0,6/1/2022,Svoya Rubashka,,0
Ivan,40,1,6/1/2022,Svoya Rubashka,,0
Me,61,0,6/1/2022,Svoya Rubashka,,0
Mariya,70,0,6/1/2022,Svoya Rubashka,,0
Victoria,44,0,6/1/2022,Svoya Rubashka,,0
Mariya,137,0,6/1/2022,Svoya Rubashka,,0
Kyrylo,111,1,6/1/2022,Svoya Rubashka,,0
Mariya,134,0,6/1/2022,Svoya Rubashka,,0
Mariya,84,0,6/1/2022,Svoya Rubashka,,0
Varvara,126,0,6/1/2022,Svoya Rubashka,,0
Ivan,77,1,6/1/2022,Svoya Rubashka,,0
Mariya,140,0,6/1/2022,Svoya Rubashka,,0
Mariya,104,0,6/1/2022,Svoya Rubashka,,0
Varvara,114,0,6/1/2022,Svoya Rubashka,,0
Maksym,50,1,6/1/2022,Svoya Rubashka,,0
Mariya,127,0,6/1/2022,Svoya Rubashka,,0
Volodymyr,23,1,6/1/2022,Svoya Rubashka,,0
Mariya,75,0,6/1/2022,Svoya Rubashka,,0
Volodymyr,60,1,6/1/2022,Svoya Rubashka,,0
Ivan,80,1,6/1/2022,Svoya Rubashka,,0
Varvara,140,0,6/1/2022,Svoya Rubashka,,0
Mariya,45,0,6/1/2022,Svoya Rubashka,,0
Volodymyr,67,1,6/1/2022,Svoya Rubashka,,0
Yulia,114,0,6/1/2022,Chamber,0,0
Anastasia,77,0,6/1/2022,Chamber,0,0
Nataly,125,0,6/1/2022,Chamber,0,0
Dennis,90,1,6/1/2022,Chamber,0,0
Yaroslav,105,1,6/1/2022,Chamber,0,0
Ruslan,105,1,6/1/2022,Chamber,0,0
Alyona,75,0,6/1/2022,Chamber,1,0
Andrew,125,1,6/1/2022,Chamber,0,0
Graham,91,1,6/5/2022,Dniprohills/Arttalkers,0,0
Taras ,121,1,6/5/2022,Dniprohills/Arttalkers,0,0
Dmytro,100,1,6/5/2022,Dniprohills/Arttalkers,1,0
Author,118,1,6/5/2022,Dniprohills/Arttalkers,0,0
Andrew,102,1,6/5/2022,Dniprohills/Arttalkers,0,0
Graham,90,1,6/5/2022,Dniprohills/Arttalkers,0,0
Nikolay,143,1,6/5/2022,Dniprohills/Arttalkers,0,0
Vira,115,0,6/5/2022,Dniprohills/Arttalkers,0,0
Nataly,160,0,6/5/2022,Dniprohills/Arttalkers,0,1
Nataly,120,0,6/5/2022,Dniprohills/Arttalkers,0,1
Vadym,125,1,6/5/2022,Dniprohills/Arttalkers,0,1
Takanawa,105,0,6/7/2022,Nagasaki TMC,0,1
Matsumoto,100,1,6/7/2022,Nagasaki TMC,0,1
Vadym,125,1,6/7/2022,Nagasaki TMC,1,1
Izumi,120,0,6/7/2022,Nagasaki TMC,1,1
Alex ,97,1,6/8/2022,Chamber,,1
Michael,108,1,6/8/2022,Chamber,,1
Jeff,120,1,6/8/2022,Chamber,,1
Anna,80,0,6/8/2022,Chamber,,1
Allis,165,0,6/8/2022,Chamber,,0
Volodymyr,162,1,6/11/2022,Dniprohills/Arttalkers,0,0
Jasmine,9,0,6/11/2022,Dniprohills/Arttalkers,0,0
Nataly,144,0,6/11/2022,Dniprohills/Arttalkers,0,0
Jasmine,134,0,6/11/2022,Dniprohills/Arttalkers,0,0
Eric,137,1,6/11/2022,Dniprohills/Arttalkers,0,0
Ksenia,118,0,6/11/2022,Dniprohills/Arttalkers,0,0
C.J.Marks,116,1,6/11/2022,Dniprohills/Arttalkers,0,0
Lesia,169,0,6/11/2022,Dniprohills/Arttalkers,0,0
Janet,81,0,6/11/2022,Dniprohills/Arttalkers,0,0
Kevin,139,1,6/11/2022,Dniprohills/Arttalkers,1,0
Ruslan,151,1,6/16/2022,Chamber,,0
Yulia,119,0,6/16/2022,Chamber,,0
Vladyslav,101,1,6/16/2022,Chamber,,0
Alex,126,1,6/16/2022,Chamber,,0
Jag,101,1,6/16/2022,Chamber,,0
Narjess,108,0,6/29/2022,Chamber,,0
Svetlana,65,0,6/29/2022,Chamber,,0
Craig,65,1,6/29/2022,Chamber,,0
Oleksandr,63,1,6/29/2022,Chamber,,0
Dounia,127,0,6/29/2022,Chamber,,0
Yulia,91,0,6/29/2022,Chamber,,0
Victoria,132,0,6/29/2022,Chamber,,0
Vladyslav,95,1,6/29/2022,Chamber,,0
Yaroslav,108,1,6/29/2022,Chamber,,0
Dounia,134,0,7/7/2022,Chamber,,0
Alex,125,1,7/7/2022,Chamber,,0
Daria,61,0,7/7/2022,Chamber,,0
Svetlana,100,0,7/7/2022,Chamber,,0
Vlad,40,1,7/7/2022,Chamber,,0
Olena,90,0,7/7/2022,Chamber,,0
Nataly,70,0,7/7/2022,Chamber,,0
Ruslan,150,1,7/7/2022,Chamber,,0
Yaroslav,73,1,7/13/2022,Svoya Rubashka,0,0
Varvara,124,0,7/13/2022,Svoya Rubashka,0,0
Kyrylo,140,1,7/13/2022,Svoya Rubashka,1,0
Sergiy,163,1,7/13/2022,Svoya Rubashka,0,0
Kyrylo,135,1,7/13/2022,Svoya Rubashka,1,0
Veronika,153,0,7/13/2022,Svoya Rubashka,0,0
Mariya,127,0,7/13/2022,Svoya Rubashka,0,0
Veronika,209,0,7/13/2022,Svoya Rubashka,0,0
Mariya,159,0,7/13/2022,Svoya Rubashka,0,0
Ivan,107,1,7/13/2022,Svoya Rubashka,0,0
Veronika,149,0,7/13/2022,Svoya Rubashka,0,0
Vadym,118,1,7/13/2022,Svoya Rubashka,0,0
Sergiy,115,1,7/13/2022,Svoya Rubashka,0,0
Vadym,105,1,7/13/2022,Svoya Rubashka,0,0
Veronika,169,0,7/13/2022,Svoya Rubashka,0,0
Mariya,105,0,7/13/2022,Svoya Rubashka,0,0
Kyrylo,127,1,7/13/2022,Svoya Rubashka,1,0
Mariya,89,0,7/13/2022,Svoya Rubashka,0,0
Alyona,118,0,7/13/2022,Chamber,0,0
Rochelle,65,0,7/13/2022,Chamber,0,0
Dounia,99,0,7/13/2022,Chamber,0,0
Lubov,99,0,7/13/2022,Chamber,0,0
Iryna,65,0,7/13/2022,Chamber,1,0
Ruslan,120,1,7/13/2022,Chamber,0,0
Alex,187,1,7/13/2022,Chamber,0,0
Andrew,120,1,7/13/2022,Chamber,0,0
April,126,0,7/19/2022,Changemakers,0,0
Sandra,71,0,7/19/2022,Changemakers,0,0
Vadym,125,1,7/19/2022,Changemakers,0,0
Sergiy,183,1,7/19/2022,Changemakers,0,0
Sagar,104,1,7/19/2022,Changemakers,1,0
Vyacheslav,92,1,7/19/2022,Changemakers,0,0
Daria,63,0,7/19/2022,Changemakers,0,0
Maksym,120,1,7/20/2022,Svoya Rubashka,,0
Yaroslav,60,1,7/20/2022,Svoya Rubashka,,0
Veronika,125,0,7/20/2022,Svoya Rubashka,,0
Sergiy,150,1,7/20/2022,Svoya Rubashka,,0
Kyrylo,120,1,7/20/2022,Svoya Rubashka,,0
Mariya,105,0,7/20/2022,Svoya Rubashka,,0
Ivan,110,1,7/20/2022,Svoya Rubashka,,0
Mariya,115,0,7/20/2022,Svoya Rubashka,,0
Mariya,90,0,7/20/2022,Svoya Rubashka,,0
Yaroslav,72,1,7/20/2022,Svoya Rubashka,,0
Veronika,165,0,7/20/2022,Svoya Rubashka,,0
Maryna,90,0,7/20/2022,Svoya Rubashka,,0
Veronika,100,0,7/20/2022,Svoya Rubashka,,0
Volodymyr,115,1,7/20/2022,Svoya Rubashka,,0
Ivan,120,1,7/20/2022,Svoya Rubashka,,0
Kyrylo,120,1,7/20/2022,Svoya Rubashka,,0
Victoria,40,0,7/20/2022,Svoya Rubashka,,0
Anna,90,0,7/20/2022,Svoya Rubashka,,0
Yaroslav,70,1,7/20/2022,Svoya Rubashka,,0
Andrew,110,1,7/20/2022,Chamber,,0
Rochelle,76,0,7/20/2022,Chamber,,0
Dennis,135,1,7/20/2022,Chamber,,0
Alex,125,1,7/20/2022,Chamber,,0
Alyona,88,0,7/20/2022,Chamber,,0
Dmytro,127,1,7/21/2022,KOMA,,0
Vadym,158,1,7/21/2022,KOMA,,0
Varvara,76,0,7/21/2022,KOMA,,0
Mariya,106,0,7/21/2022,KOMA,,0
Oleksandr,153,1,7/21/2022,KOMA,,0
Mariya,184,0,7/21/2022,KOMA,,0
Ostap,66,1,7/21/2022,KOMA,,0
Vitaliy,156,1,7/27/2022,Chamber,,0
Sergiy,146,1,7/27/2022,Chamber,,0
Nataly,107,0,7/27/2022,Chamber,,0
Yaroslav,180,1,7/27/2022,Chamber,,0
Olha,117,0,7/27/2022,Chamber,,0
Andrew,132,1,7/27/2022,Chamber,,0
Dounia,120,0,7/27/2022,Chamber,,0
Kate,107,0,7/27/2022,Svoya Rubashka,0,0
Volodymyr,93,1,7/27/2022,Svoya Rubashka,0,0
Veronika,161,0,7/27/2022,Svoya Rubashka,0,0
Ivan,127,1,7/27/2022,Svoya Rubashka,0,0
Daria,118,0,7/27/2022,Svoya Rubashka,0,0
Valeria,95,0,7/27/2022,Svoya Rubashka,0,0
Lubov,85,0,7/27/2022,Svoya Rubashka,0,0
Victoria,92,0,7/27/2022,Svoya Rubashka,1,0
Victoria,105,0,7/27/2022,Svoya Rubashka,0,0
Vitaliy,133,1,7/27/2022,Svoya Rubashka,0,0
Veronika,191,0,7/27/2022,Svoya Rubashka,0,0
Mariya,113,0,7/27/2022,Svoya Rubashka,0,0
Varvara,142,0,7/27/2022,Svoya Rubashka,0,0
Andrew,71,1,8/3/2022,Chamber,1,0
Nataly,98,0,8/3/2022,Chamber,0,0
Yaroslav,133,1,8/3/2022,Chamber,0,0
Vladyslav,80,1,8/3/2022,Chamber,0,0
Victoria,111,0,8/3/2022,Chamber,0,0
Yaroslav,85,1,8/3/2022,Chamber,0,0
Alex,104,1,8/3/2022,Chamber,0,0
Andrew,118,1,8/11/2022,Chamber,,0
Olha,135,0,8/11/2022,Chamber,,0
Rochelle,143,0,8/11/2022,Chamber,,0
Yaroslav,186,1,8/11/2022,Chamber,,0
Lubov,120,0,8/11/2022,Chamber,,0
Nataly,184,0,8/11/2022,Chamber,,0
Iryna,100,0,8/11/2022,Chamber,,0
Olena,115,0,8/11/2022,Chamber,,0
Anastasia,112,0,8/11/2022,Chamber,,0
Nataly,70,0,8/14/2022,Dniprohills/Arttalkers,0,0
Svetlana,118,0,8/14/2022,Dniprohills/Arttalkers,0,0
Alex,75,1,8/14/2022,Dniprohills/Arttalkers,0,0
Vadym,148,1,8/14/2022,Dniprohills/Arttalkers,0,0
Steven,103,1,8/14/2022,Dniprohills/Arttalkers,0,0
Adrash,95,1,8/14/2022,Dniprohills/Arttalkers,0,0
Kevin,125,1,8/14/2022,Dniprohills/Arttalkers,1,0
Margaryta,100,0,8/14/2022,Dniprohills/Arttalkers,1,0
Nataly,125,0,8/14/2022,Dniprohills/Arttalkers,0,0
Alex,123,1,8/17/2022,Chamber,,0
Rochelle,110,0,8/17/2022,Chamber,,0
Svetlana,182,0,8/17/2022,Chamber,,0
Alyona,96,0,8/17/2022,Chamber,,0
Andrew,127,0,8/17/2022,Chamber,,0
Vladyslav,83,1,8/17/2022,Chamber,,0
Vira,172,0,8/20/2022,Dniprohills,,0
Nataly,144,0,8/20/2022,Dniprohills,,0
Volodymyr,109,1,8/20/2022,Dniprohills,,0
Andrew,160,1,8/20/2022,Dniprohills,,0
Yulia,182,0,8/20/2022,Dniprohills,,0
Eddie,80,1,8/20/2022,Dniprohills,,0
Tetiana,153,0,8/20/2022,Dniprohills,,0
Victoria,75,0,8/31/2022,Svoya Rubashka,,0
Sergiy,101,1,8/31/2022,Svoya Rubashka,,0
Sergiy,130,1,8/31/2022,Svoya Rubashka,,0
Anna,74,0,8/31/2022,Svoya Rubashka,,0
Veronika,125,0,8/31/2022,Svoya Rubashka,,0
Sergiy,113,1,8/31/2022,Svoya Rubashka,,0
Mariya,153,0,8/31/2022,Svoya Rubashka,,0
Victoria,99,0,8/31/2022,Svoya Rubashka,,0
Anna,106,0,8/31/2022,Svoya Rubashka,,0
Sergiy,110,1,8/31/2022,Svoya Rubashka,,0
Tsvitanna,141,0,8/31/2022,Svoya Rubashka,,0
Yaroslav,158,1,8/31/2022,Svoya Rubashka,,0
Rochelle,75,0,8/31/2022,Chamber,,0
Tetiana,76,0,8/31/2022,Chamber,,0
Alex,135,1,8/31/2022,Chamber,,0
Nikita,74,1,8/31/2022,Chamber,,0
Marwan,67,1,8/31/2022,Chamber,,0
Vladyslav,63,1,8/31/2022,Chamber,,0
Olena,95,0,8/31/2022,Chamber,,0
Lubov,70,0,8/31/2022,Chamber,,0
Alex,103,1,9/7/2022,Chamber,,0
Nikita,68,0,9/7/2022,Chamber,,0
Vladyslav,51,1,9/7/2022,Chamber,,0
Andrew,125,1,9/7/2022,Chamber,,0
Ruslan,105,1,9/7/2022,Chamber,,0
Maksym,171,1,9/7/2022,Svoya Rubashka,,0
Kyrylo,99,1,9/7/2022,Svoya Rubashka,,0
Veronika,104,0,9/7/2022,Svoya Rubashka,,0
Mariya,110,0,9/7/2022,Svoya Rubashka,,0
Mariya,134,0,9/7/2022,Svoya Rubashka,,0
Valeria,168,1,9/7/2022,Svoya Rubashka,,0
Kyrylo,132,1,9/7/2022,Svoya Rubashka,,0
Veronika,161,0,9/7/2022,Svoya Rubashka,,0
Andrew,128,1,9/7/2022,Svoya Rubashka,,0
Yana,158,0,9/7/2022,Svoya Rubashka,,0
Volodymyr,90,1,9/7/2022,Svoya Rubashka,,0
Mariya,131,0,9/7/2022,Svoya Rubashka,,0
Mariya,115,0,9/7/2022,Svoya Rubashka,,0
Mariya,150,0,9/7/2022,Svoya Rubashka,,0
Valeria,120,0,9/7/2022,Svoya Rubashka,,0
Dennis,110,1,9/14/2022,Chamber,,0
Lubov,76,0,9/14/2022,Chamber,,0
Yaroslav,127,1,9/14/2022,Chamber,,0
Svetlana,83,0,9/14/2022,Chamber,,0
Fedor,160,1,9/14/2022,Chamber,,0
Rochelle,80,0,9/14/2022,Chamber,,0
Dounia,155,0,9/14/2022,Chamber,,0
Michael,176,1,9/14/2022,Chamber,,0
Yanda,73,0,9/14/2022,Chamber,,0
Eleos ,132,1,9/21/2022,Chamber,,0
Marutesh,112,1,9/21/2022,Chamber,,0
Nazneen,117,0,9/21/2022,Chamber,,0
Mykola,117,1,9/21/2022,Chamber,,0
Santosh,112,1,9/21/2022,Chamber,,0
Ihor,34,1,9/21/2022,Chamber,,0
John,77,1,9/21/2022,Chamber,,0
Andrew,128,1,9/28/2022,Chamber,,0
Alex,170,1,9/28/2022,Chamber,,0
Svetlana,140,0,9/28/2022,Chamber,,0
Ihor,200,1,9/28/2022,Chamber,,0
Dounia,138,0,9/28/2022,Chamber,,0
Nataly,145,0,9/28/2022,Chamber,,0
Rochelle,120,0,9/28/2022,Chamber,,0
Vladyslav,103,1,9/28/2022,Chamber,,0
Tetiana,120,0,10/5/2022,Chamber,,0
Alex,101,1,10/5/2022,Chamber,,0
Rochelle,105,0,10/5/2022,Chamber,,0
Nataly,119,0,10/5/2022,Chamber,,0
Dounia,140,0,10/5/2022,Chamber,,0
Andrew,117,1,10/5/2022,Chamber,,0
Iryna,77,0,10/5/2022,Chamber,,0
Iryna,149,0,11/2/2022,Chamber,,0
Michael,97,1,11/2/2022,Chamber,,0
Nikita,77,0,11/2/2022,Chamber,,0
Svetlana,126,0,11/2/2022,Chamber,,0
Ruslan,80,1,11/2/2022,Chamber,,0
Dounia,133,0,11/2/2022,Chamber,,0
Dennis,111,1,11/9/2022,Chamber,,0
Alex,101,1,11/9/2022,Chamber,,0
Andrew,123,1,11/9/2022,Chamber,,0
Iryna,142,0,11/9/2022,Chamber,,0
Michael,101,1,11/9/2022,Chamber,,0
Nikita,81,0,11/9/2022,Chamber,,0
Nataly,132,0,11/30/2022,Chamber,,0
Alex,136,1,11/30/2022,Chamber,,0
Lubov,62,0,11/30/2022,Chamber,,0
Noor,90,0,11/30/2022,Chamber,,0
Prem,104,0,11/30/2022,Chamber,,0
Sanji,135,0,11/30/2022,Chamber,,0
Maksym,75,1,12/7/2022,Svoya Rubashka,,0
Veronika,100,0,12/7/2022,Svoya Rubashka,,0
Victoria,69,0,12/7/2022,Svoya Rubashka,,0
Mariya,73,0,12/7/2022,Svoya Rubashka,,0
Alex,86,1,12/7/2022,Svoya Rubashka,,0
Veronika,116,0,12/7/2022,Svoya Rubashka,,0
Vitaliy,155,1,12/7/2022,Svoya Rubashka,,0
Victoria,153,0,12/7/2022,Svoya Rubashka,,0
Mariya,124,0,12/7/2022,Svoya Rubashka,,0
Maksym,45,1,12/7/2022,Svoya Rubashka,,0
Alex,95,1,12/7/2022,Svoya Rubashka,,0
Veronika,88,0,12/7/2022,Svoya Rubashka,,0
Victoria,108,0,12/7/2022,Svoya Rubashka,,0
Dounia,97,0,12/7/2022,Chamber,,0
Anna,50,0,12/7/2022,Chamber,,0
Dennis,115,1,12/7/2022,Chamber,,0
Rochelle,106,0,12/7/2022,Chamber,,0
Svetlana,112,0,12/7/2022,Chamber,,0
Alex,112,1,12/7/2022,Chamber,,0
Vadym,136,1,12/7/2022,Chamber,,0
Inderjeet,90,0,12/14/2022,Chamber,,0
Dhwani,129,0,12/14/2022,Chamber,,0
Tetiana,136,0,12/14/2022,Chamber,,0
Alex,86,1,12/14/2022,Chamber,,0
Ihor,106,1,12/14/2022,Chamber,,0
Andrew,179,1,12/14/2022,Chamber,,0
Volodymyr,66,1,12/18/2022,Dniprohills,0,0
Janet,89,0,12/18/2022,Dniprohills,0,0
Murataza,142,1,12/18/2022,Dniprohills,0,0
Eric,126,1,12/18/2022,Dniprohills,0,0
Laura,131,0,12/18/2022,Dniprohills,0,0
Nataly,159,1,12/18/2022,Dniprohills,0,0
Alicia,120,0,12/18/2022,Dniprohills,1,0
Sergiy,97,1,12/18/2022,Dniprohills,0,0
